line_index,surface_simi,embedding_simi,sen_embedding_simi
0,0.054232614425252276,0.6553771,0.39210242
1,0.16903085087427475,0.64518625,0.40620416
2,0.37310125342345457,0.73175687,0.68784606
3,0.16903085087427475,0.64518625,0.40620416
4,0.37310125342345457,0.7152138,0.6555693
5,0.12087344455510574,0.7265237,0.438242
6,0.1819017186669556,0.48232934,0.48833546
7,0.23622779551915984,0.6661646,0.5325013
8,0.20965696723449354,0.658696,0.4978972
9,0.05913123956394322,0.47421938,0.39706868
10,0.11009637645202999,0.62942135,0.45044205
11,0.25515518140970606,0.76743627,0.5404261
12,0.26111648381991037,0.79507166,0.5386687
13,0.07537783608762272,0.41155633,0.50142795
14,0.23094010754251693,0.59138566,0.42314315
15,0.14002800830476175,0.6746779,0.41373107
16,0.12126781244463707,0.37787166,0.23643868
17,0.30618621753539726,0.69804704,0.6758823
18,0.21938172707771136,0.39456916,0.36017123
19,0.32232918535041183,0.50572395,0.52094746
20,0.15430334984304428,0.4899777,0.5533004
21,0.07216878359661989,0.5040605,0.3676744
22,0.17149858499544998,0.55898035,0.30101246
23,0.14002800830476175,0.6746779,0.41373107
24,0.08838834757019343,0.5704658,0.31934512
25,0.3268602250166315,0.6918714,0.47708404
26,0.3668996926603637,0.3418167,0.20943238
27,0.2620712090431169,0.41770872,0.2162466
28,0.32302914106098624,0.6033688,0.45668355
29,0.10925355606959665,0.5257046,0.41083387
30,0.19851666669566387,0.49791217,0.35265434
31,0.07283570404639778,0.5034428,0.3027144
32,0.40509574662833847,0.6640288,0.569548
33,0.2862512869212789,0.4941733,0.5066569
34,0.16718346367943812,0.54687244,0.16702351
35,0.11616046385437744,0.5063033,0.35367003
36,0.20254787331416924,0.59660393,0.43393686
37,0.33942211653585797,0.80571043,0.6469686
38,0.1034175379455279,0.44723055,0.46309257
39,0.1111111110493827,0.34910607,0.32192183
40,0.2592379235481977,0.31062993,0.56465256
41,0.14002800830476175,0.38375494,0.42493135
42,0.18333969932160865,0.7157931,0.5832574
43,0.32732683523494094,0.6160234,0.49261078
44,0.12309149090357514,0.3561736,0.35778663
45,0.3504383218497926,0.553923,0.5136553
46,0.46358632466574773,0.6517358,0.57989043
47,0.4351941395104567,0.3754755,0.6717373
48,0.2452557356436104,0.54375476,0.46288756
49,0.34585723169380284,0.2966468,0.6233353
50,0.35007002076190435,0.56109124,0.62185574
51,0.24455799390264202,0.4991913,0.4505303
52,0.3857583746076107,0.6494031,0.560817
53,0.2849014409867572,0.64588904,0.4524686
54,0.1944611169395989,0.59609914,0.4241846
55,0.3003757044426794,0.69372463,0.52518165
56,0.327144327910033,0.4634494,0.45793942
57,0.31524416237141667,0.63554764,0.45049804
58,0.37062465819318796,0.5991841,0.4515529
59,0.15309310884582364,0.37732577,0.41079918
60,0.8426648400715953,0.83615386,0.9122597
61,0.29814239677774973,0.522613,0.58462703
62,0.31622776585017126,0.5908804,0.547074
63,0.28867513438647957,0.70435315,0.6191845
64,0.4140393353196982,0.6536494,0.7434504
65,0.11547005377125846,0.57791716,0.49360454
66,0.3340765521673162,0.73318046,0.72968304
67,0.5163977791609888,0.428812,0.75175154
68,0.3857583746076107,0.75462145,0.5493989
69,0.24999999979166665,0.67009497,0.57869315
70,0.17712297702958768,0.57813275,0.56476647
71,0.18898223638556597,0.48923907,0.48362014
72,0.0710669054013651,0.45873374,0.32841328
73,0.08058229633760296,0.290723,0.30069518
74,0.08058229633760296,0.290723,0.30069518
75,0.18856180822752378,0.5715784,0.44153917
76,0.08451542540142308,0.38516426,0.20986828
77,0.06299407879518866,0.43237832,0.23916537
78,0.08770580185377984,0.45891827,0.34798783
79,0.07453559919443743,0.249718,0.26568034
80,0.12649110632673516,0.5371119,0.3770224
81,0.3706246580558253,0.7527229,0.4676671
82,0.16641005877526105,0.6915679,0.417805
83,0.31980107436296107,0.520299,0.57893777
84,0.36514837133677736,0.43032512,0.5062442
85,0.12309149090357514,0.44899938,0.28783917
86,0.07216878359661989,0.40463093,0.32712075
87,0.24999999984375,0.39282238,0.49216452
88,0.21650635078985966,0.40396938,0.27768606
89,0.1348399724017393,0.28449073,0.24857423
90,0.47434164865025685,0.28931627,0.6575854
91,0.23354968306663867,0.49573985,0.49438247
92,0.2886751344281462,0.7313631,0.5764918
93,0.14322297470532247,0.67098236,0.595214
94,0.23354968306663867,0.4996547,0.48632342
95,0.14322297470532247,0.5593393,0.48025757
96,0.18605210176842807,0.69020087,0.50531125
97,0.13333333324444444,0.54314554,0.5415544
98,0.083624200930779,0.46176142,0.45785606
99,0.045454545433884296,0.43810594,0.21312894
100,0.28426762170647046,0.54111665,0.44587696
101,0.07106690542661762,0.58997256,0.23266083
102,0.40618119699427135,0.709858,0.53270215
103,0.4642070822791673,0.73427725,0.7182051
104,0.34020690848840435,0.7196687,0.50909054
105,0.2721655267907235,0.68530613,0.4488179
106,0.5555555553497942,0.804083,0.7188938
107,0.4256282651982149,0.6689491,0.59940714
108,0.2964997264446602,0.32673094,0.39279372
109,0.289157465815896,0.74651295,0.55909234
110,0.2461829818071503,0.5600756,0.40972498
111,0.25751310117967635,0.49765956,0.41205135
112,0.2977750000434958,0.53660953,0.46424547
113,0.289157465815896,0.38520238,0.4454675
114,0.39009474858535564,0.40579107,0.50814116
115,0.31434730653333726,0.51161,0.46510506
116,0.2830692583758925,0.6635334,0.5385911
117,0.306569669554513,0.39147007,0.42128685
118,0.11470786686949139,0.41731134,0.13079156
119,0.15389675273382575,0.5833586,0.46384758
120,0.10526315783933518,0.7035903,0.35585988
121,0.20519567031176766,0.64151764,0.45421746
122,0.19867985342817762,0.57345957,0.40800083
123,0.1720618003042371,0.20687124,0.18939957
124,0.3311330890469627,0.41633457,0.32918692
125,0.22360679762497895,0.3816964,0.18009001
126,0.32274861197561805,0.3592807,0.43690112
127,0.07216878359661989,0.31507507,0.16810662
128,0.22360679764997896,0.37767643,0.43254685
129,0.05913123956394322,0.5436757,0.27153546
130,0.1698415550255355,0.55207556,0.31457758
131,0.2222222219753086,0.45088562,0.36779556
132,0.4003203843524614,0.5539497,0.6638005
133,0.09622504477234503,0.47082362,0.2690544
134,0.13608276339536174,0.44664583,0.25429618
135,0.13608276339536174,0.44664583,0.25429618
136,0.1307440900066526,0.39340276,0.33772656
137,0.20100756284982219,0.41051966,0.29500005
138,0.08703882790209133,0.4553084,0.29843786
139,0.1307440900066526,0.39340276,0.33772656
140,0.06804138169768087,0.23817585,0.27757388
141,0.24806946902457075,0.57843924,0.42068368
142,0.15811388288341896,0.42747012,0.26624098
143,0.09805806747293817,0.5138738,0.2380739
144,0.3872983343707417,0.6909057,0.61438364
145,0.1721325930907,0.64953166,0.26522988
146,0.1668115311760946,0.29969046,0.31879163
147,0.2535462763114121,0.5478639,0.4242414
148,0.12309149082781756,0.48906192,0.41841835
149,0.12060453775837816,0.55061114,0.41517767
150,0.0645497223951236,0.53205496,0.3223261
151,0.11605177056979182,0.50437075,0.31319603
152,0.06286946130666746,0.41927785,0.3703022
153,0.41833001301703776,0.46193463,0.48553127
154,0.16718346367943812,0.46849725,0.28639904
155,0.16329931605221187,0.5068859,0.38615352
156,0.20225995860260898,0.38125926,0.47064734
157,0.20225995860260898,0.48065248,0.51086867
158,0.09999999995,0.49032086,0.5128982
159,0.20080483214497954,0.8092552,0.67506754
160,0.11973686794616532,0.60025704,0.304953
161,0.2860387765009504,0.63826627,0.5737217
162,0.18181818165289254,0.64232135,0.42372876
163,0.16245910823418816,0.69150805,0.44438237
164,0.10830607215612544,0.660751,0.39797783
165,0.40201512569964437,0.7510304,0.6574082
166,0.14907119838887486,0.3708002,0.5127305
167,0.20225995860260898,0.7616519,0.57039404
168,0.23145502476456642,0.59815663,0.58316
169,0.2857142855782313,0.6414241,0.6116807
170,0.25197631518075464,0.64126885,0.36948994
171,0.07715167492152214,0.45158035,0.37635857
172,0.18983159906040972,0.4465069,0.30910403
173,0.17574990998827864,0.5129168,0.38573727
174,0.41147559968727154,0.5840238,0.46803665
175,0.2703690350717387,0.6945277,0.4535735
176,0.20025046962845292,0.5246556,0.3242246
177,0.14349920061535498,0.55221224,0.34836856
178,0.1622214209991836,0.451622,0.41037717
179,0.3149703939759433,0.6432386,0.58324164
180,0.46291004964818044,0.5944017,0.56575793
181,0.25112360107687126,0.59393984,0.43053493
182,0.12598815759037732,0.491884,0.35305545
183,0.17251638977606473,0.48926044,0.40576455
184,0.1732050806568877,0.4522072,0.38324544
185,0.22360679758331228,0.36862963,0.497721
186,0.23488808766795033,0.52272797,0.49443054
187,0.17928429129301618,0.45427158,0.40198228
188,0.21516574136337502,0.591854,0.52976716
189,0.17546560152432275,0.64250004,0.48722887
190,0.21677749228704501,0.64180404,0.60876036
191,0.19867985342817762,0.41833484,0.4835015
192,0.16666666652777776,0.50658625,0.3882533
193,0.18463723635536272,0.5308282,0.42501462
194,0.16366341758770858,0.43863174,0.42110056
195,0.18057877951995813,0.56510574,0.58093256
196,0.18057877951995813,0.52748305,0.44708684
197,0.19867985342817762,0.38260305,0.42053813
198,0.24455799390264202,0.5827628,0.60755605
199,0.09567297460122137,0.47593787,0.5518801
200,0.13336626728302758,0.5629666,0.5415309
201,0.32732683517541716,0.37221655,0.4957225
202,0.32232918548028194,0.70380116,0.6840838
203,0.1307440900066526,0.43941978,0.34032872
204,0.26013299063167206,0.44013396,0.3477424
205,0.24019223051532299,0.7558459,0.5591322
206,0.12104550646050041,0.6124718,0.37745774
207,0.15990053718148053,0.55456495,0.36898628
208,0.17149858504446963,0.62391645,0.46383315
209,0.3131121453464963,0.50737417,0.3740602
210,0.3928371003505511,0.7038449,0.65853196
211,0.16495721963241008,0.4460927,0.32826644
212,0.1690308508504652,0.58408505,0.3403059
213,0.35634832223243884,0.5243429,0.49966463
214,0.14708710128152264,0.5026122,0.32648948
215,0.160128153676882,0.5103511,0.3908186
216,0.13245323561878508,0.42430744,0.36210662
217,0.2614881800133052,0.58367354,0.45184615
218,0.32232918535041183,0.7006473,0.5626148
219,0.25712973844800074,0.6894126,0.5290231
